timestamp,BTCUSDT,XBTUSDM,XBTUSDM-BTCUSDT_arb
2020-05-22 00:00:00,9084.650000000001,9090.0,-5.349999999998545
2020-05-22 00:01:00,9066.05,9071.5,-5.450000000000728
2020-05-22 00:02:00,9070.349999999999,9073.5,-3.150000000001455
2020-05-22 00:03:00,9071.45,9076.5,-5.049999999999272
2020-05-22 00:04:00,9056.099999999999,9065.5,-9.400000000001455
2020-05-22 00:05:00,9056.05,9060.5,-4.450000000000728
2020-05-22 00:06:00,9068.849999999999,9071.5,-2.650000000001455
2020-05-22 00:07:00,9081.95,9083.5,-1.5499999999992724
2020-05-22 00:08:00,9072.45,9074.0,-1.5499999999992724
2020-05-22 00:09:00,9063.95,9066.5,-2.5499999999992724
2020-05-22 00:10:00,9064.95,9067.0,-2.0499999999992724
2020-05-22 00:11:00,9061.05,9062.5,-1.4500000000007276
2020-05-22 00:12:00,9062.849999999999,9064.5,-1.6500000000014552
2020-05-22 00:13:00,9064.45,9068.0,-3.5499999999992724
2020-05-22 00:14:00,9066.55,9069.5,-2.9500000000007276
2020-05-22 00:15:00,9066.05,9068.0,-1.9500000000007276
2020-05-22 00:16:00,9091.95,9095.0,-3.0499999999992724
2020-05-22 00:17:00,9098.150000000001,9102.5,-4.349999999998545
2020-05-22 00:18:00,9099.45,9104.0,-4.549999999999272
2020-05-22 00:19:00,9106.45,9110.5,-4.049999999999272
2020-05-22 00:20:00,9098.75,9100.5,-1.75
2020-05-22 00:21:00,9108.349999999999,9108.5,-0.1500000000014552
2020-05-22 00:22:00,9112.05,9114.0,-1.9500000000007276
2020-05-22 00:23:00,9104.650000000001,9105.5,-0.8499999999985448
2020-05-22 00:24:00,9115.45,9112.5,2.9500000000007276
2020-05-22 00:25:00,9115.349999999999,9112.5,2.849999999998545
2020-05-22 00:26:00,9115.55,9112.5,3.0499999999992724
2020-05-22 00:27:00,9105.55,9107.0,-1.4500000000007276
2020-05-22 00:28:00,9101.05,9100.5,0.5499999999992724
2020-05-22 00:29:00,9107.05,9107.5,-0.4500000000007276
2020-05-22 00:30:00,9101.150000000001,9104.0,-2.849999999998545
2020-05-22 00:31:00,9111.650000000001,9110.0,1.6500000000014552
2020-05-22 00:32:00,9116.150000000001,9114.5,1.6500000000014552
2020-05-22 00:33:00,9119.349999999999,9119.5,-0.1500000000014552
2020-05-22 00:34:00,9126.55,9126.5,0.049999999999272404
2020-05-22 00:35:00,9127.95,9128.5,-0.5499999999992724
2020-05-22 00:36:00,9132.45,9133.5,-1.0499999999992724
2020-05-22 00:37:00,9129.150000000001,9127.5,1.6500000000014552
2020-05-22 00:38:00,9133.650000000001,9132.5,1.1500000000014552
2020-05-22 00:39:00,9127.95,9127.5,0.4500000000007276
2020-05-22 00:40:00,9124.849999999999,9124.5,0.3499999999985448
2020-05-22 00:41:00,9113.55,9115.5,-1.9500000000007276
2020-05-22 00:42:00,9118.05,9119.5,-1.4500000000007276
2020-05-22 00:43:00,9116.95,9118.5,-1.5499999999992724
2020-05-22 00:44:00,9122.65,9123.5,-0.8500000000003638
2020-05-22 00:45:00,9124.349999999999,9124.5,-0.1500000000014552
2020-05-22 00:46:00,9124.45,9123.5,0.9500000000007276
2020-05-22 00:47:00,9107.349999999999,9107.5,-0.1500000000014552
2020-05-22 00:48:00,9110.849999999999,9111.5,-0.6500000000014552
2020-05-22 00:49:00,9112.55,9111.5,1.0499999999992724
2020-05-22 00:50:00,9119.55,9119.5,0.049999999999272404
2020-05-22 00:51:00,9122.849999999999,9124.5,-1.6500000000014552
2020-05-22 00:52:00,9122.650000000001,9122.0,0.6500000000014552
2020-05-22 00:53:00,9119.55,9121.5,-1.9500000000007276
2020-05-22 00:54:00,9108.8,9115.5,-6.700000000000728
2020-05-22 00:55:00,9111.55,9115.5,-3.9500000000007276
2020-05-22 00:56:00,9106.05,9108.5,-2.4500000000007276
2020-05-22 00:57:00,9091.349999999999,9092.5,-1.1500000000014552
2020-05-22 00:58:00,9085.05,9085.0,0.049999999999272404
2020-05-22 00:59:00,9079.849999999999,9081.0,-1.1500000000014552
2020-05-22 01:00:00,9083.849999999999,9086.5,-2.650000000001455
2020-05-22 01:01:00,9084.650000000001,9085.5,-0.8499999999985448
2020-05-22 01:02:00,9088.849999999999,9091.5,-2.650000000001455
2020-05-22 01:03:00,9097.55,9099.5,-1.9500000000007276
